text,label,pred_few_shot_2samples_cot_refine
"xin chào mọi người :vẫy tay: mình thì đã trải qua 3 mối tình chính thích trong đó mối tình đầu thì yêu nhau nồng cháy luôn quan tâm chăm sóc cho nhau nhưng cuối cùng lại chia tay do quá hiểu nhau😀. sau học kỳ chia tay mối tình đầu được 4 tháng mình có nhắn tin với 1 anh ở hà nội anh nói không muốn công khai do yêu xa học kỳ nào gặp được nhau rồi công khai mình cũng đồng ý nhưng đến ngày gặp nhau mình ra sân bay chờ 1 tiếng thì chỉ thấy anh đã chặn và chặn số mình, kết quả là mình thấy anh công khai với 1 chị gái khác:mặt khóc: gần đây nhất mình quen 1 anh bạn gần nhà cũng đã 3 tháng nhưng dần dần mình cảm thấy có chút sợ, sợ anh lại nói chia tay vì hiểu nhau sợ anh lại cắm sừng mình nên mình dần vào tâm hơn không muốn để ý quá nhiều sợ sau này sẽ đau khổ vì anh. và rồi chuyện gì đến cũng sẽ đến hôm nay mình phát hiện anh đã có kẻ thứ 3.... thật sự mình không tài nào hiểu nổi mình làm gì sai trái mà để cho mình bị cắm sừng hoài vậy",0,1
"em đang là sinh viên năm nhất, môi trường mới và những mối quan hệ mới của em cũng đang dần hình thành, em có ít bạn lắm mà mấy bạn chơi với em như kiểu lợi dụng vậy em không biết có phải lợi dụng không nữa hay em quá suy nghĩ nhiều nữa :khuôn mặt trầm ngâm:",0,1
mình bị suy nghĩ nhiều mà hay đi bảo tàng nhiều vào mấy bức anh tận 15 phút hơn lúc đó mình như được đi vào thế giới trong bức anh vậy á . có aii như mình hong.,0,0
"chào mọi người ạ. mình muốn xin lời khuyên từ mọi người. mình là nữ còn người yêu là nam ạ. trước kia học kỳ mình còn say mê anh thì sau học kỳ mình biết anh đang trong giai đoạn như kiểu mập mờ trước yêu ấy ạ với một bạn nữ khác, mình đã lấy hết can đảm để tỏ tình, thật ra mình không hề có ý phá hoại mình biết chắc chắn sẽ bị từ chối và chỉ muốn nói ra hết nỗi lòng của bạn thân để có thể buông bỏ mọi thứ xuống, sau đó chúng mình không nhắn lại nữa. có lẽ anh và bạn đó không hợp, chỉ thích nhau nhất thời nên chưa yêu đã chán rồi, sau đó anh chủ động nhắn lại với mình và chúng mình từng bước trở thành người yêu đến tận bây giờ cũng đã hơn nửa năm. gần đây mình có nghe được một vài điều không hay từ người khác về người yêu của mình. họ nói rằng người yêu mình lúc đó có 2 người thích và tham lam không muốn mất ai cả, nói rằng anh và người yêu cũ chia tay vì người yêu cũ không cho đụng chạm nhiều dù anh kể với mình rằng 2 đứa chán nhau nên chia tay. còn có những điều xấu về anh học kỳ còn yêu nyc, nếu anh làm những điều đó thật thì mình thấy cực kỳ sai nhưng suốt thời gian yêu nhau anh chưa từng làm điều gì có lỗi với mình nhất là như những điều họ kể. mình biết yêu nhau cần nhất là sự tin tưởng nhưng mình là một đứa rất bị anh hưởng bởi con mắt và lời nói của người khác. mình cũng không muốn bạn thân yêu đương mù quáng nên mình vẫn nghe người khác nói và dùng sự quan sát của chính bạn thân để xem điều đó đúng hay sai. dù vậy thì sau học kỳ nghe những điều ấy mình vẫn buồn lắm, mình sợ mình sẽ nghi ngờ sai cho anh và cũng sợ sẽ mù quáng để rồi sau này hối hận. mình viết hơi dài dòng nhưng cảm ơn mọi người đã đọc ạ",0,1
"482 ngày, hôm nay mình quyết định sẽ từ bỏ. thời gian đó không dài cũng không ngắn, nhưng nó đủ để mình cảm nhận được hạnh phúc đơn giản của một tình yêu là như thế nào. vui, buồn, đau khổ, những nụ cười rồi kèm theo những giọt nước mắt, chỉ một mình mình thôi. mình chưa bao giờ muốn dừng lại, trong đầu mình luôn tràn ngập những giấc mộng tương lai tuyệt vời. nhưng đi kèm với hạnh phúc lúc nào cũng là tổn thương và đau buồn. nếu ít, mình sẽ xem nó là thử thách, nhưng nhiều thì nó lại trở thành một mối quan hệ toxic. đọc đến đây, mình mong mọi người hãy lắng nghe cùng mình, mình cố gắng kiềm chế những giọt nước mắt vào dụng này rồi, nhưng không thể, tuy đau, nhưng mình thật sự muốn đau 1 lần thay vì nhiều lần. vừa qua, mình có đùa người yêu nhắn tin nhầm cụ thể là sẽ nhắn một đoạn khá thân cho ai đó nhưng nói là nhắn tin nhầm cho người yêu mình đùa anh lần này là lần thứ hai rồi. chuyện không có gì học kỳ anh quá đâm sâu vào, xem đó là thật, mình cũng có giải thích, nhưng anh lại đem chữ chia tay tận 7 lần để nói với mình, lúc đầu mình còn xin lỗi anh, rồi nói chỉ giỡn, nhưng mình dần cảm thấy quá đáng, mình cũng ừ hử rồi còn nhây nhây với anh cho anh bớt căng thẳng, mình cố gắng để không đề cập tới chia tay nữa, nhưng anh thì không, anh nói rằng tôi không có giỡn mặt là chia tay thật tùy nói nói một hồi thì anh bảo là nói chia tay để mình năng nỉ. nhưng thật sự, mình thấy chuyện này không có lớn, những lần mình giận hờn chuyện nhỏ như chuyện bây giờ mình đòi chia tay, anh cũng bỏ mặt, chưa bao giờ năng nỉ mình, chỉ có mình khóc bù lu bù loa xong năng nỉ anh quay lại, người yêu mình không phải là kiểu ghen mình với bạn nam khác, mình muốn một lần được xem anh thể hiện như thế nào thôi, và chuyện đi quá đà mình cũng đã xin lỗi. có lần mình năng nỉ rất nhiều, xong về lại anh nói với mình nhưng anh không ép em ở lại, em ở lại là do em chọn mà, sao em lại trách anh chứ.. thật sự, chỉ vì yêu, mình cũng từng làm vậy với anh, nhưng mình chưa bao giờ đem những cái lời khốn nạn như anh để nói với người mình yêu, đến anh, mình bỏ qua những lần anh chửi rủa, bảo mình câm mình cút, anh coi mình còn không ra người anh từng quen nữa, minh bỏ hết, mình nói mình sẽ bỏ qua hết, anh về với mình đi, chỉ vì chữ thương thôi, mà mình không cần giá trị của bạn thân nhưng cuối cùng không một ai trân trọng mình cả. tệ thật. minh nói ra, mình mong mọi người lắng nghe mình, để mình nhẹ lòng, mình cảm ơn mọi người đã đọc đúng là, có những thứ, ta nên từ bỏ sẽ tốt hơn.",0,1
"tớ thấy mọi người trong này bị trầm cảm rồi đấy. tớ thấy mọi người bảo tớ có khả năng chữa lành.nên ai muốn tâm sự, giải toả stress, muốn giải phóng hết mọi bực tức phiền muộn . thì bình luận vào bài viết này. tớ sẽ chủ động tìm đến các bạn để chữa lành. vì tớ từng trải qua cửa tử rồi nên tớ hiểu rõ vấn đề mọi người gặp và cách giải quyết nó",0,1
"hi mọi người chuyện là em có quen với nyeu hiện tại nhưng xảy ra nhiều chuyện, nyeu em làm ra nhiều chuyện tồi tệ với e, vả lại hai đứa cũng bất đồng quan điểm và không thể nào hòa thuận đc. em có ngỏ lời muốn dừng lại thì anh dọa dẫm sẽ nói chuyện với bố mẹ em và gửi những hình anh nhạy cảm của em cho bố mẹ e, em rất chán mối quan hệ này rồi, anh cũng biết vậy nhưng không chịu buông tha cho e. em cũng đang rất rối, em cảm thấy bạn thân như một con rối trong tay anh ấy vậy á mng. cho em xin lời khuyên với ạ",0,1
"mình lấy chồng 2 năm rồi nhưng chồng mình thì không sao nhưng em chồng mình lại rất bài xích mình.chuyện là mình có ông anh trai nhưng không hiểu sao lại đánh nhau với em trai chồng mình tý thì bị chém nhập việnmình có hỏi thì là do anh mình uống say lên cùng bạn bè gây sự trước, còn em chồng thì khâu vài mũi ở tay .mà mình lúc ý không có ở nhà lên không biết mặt em trai chồng mình sau học kỳ hai nhà gặp nhau mới biết,không khí lúc đấy có hơi căng thẳng ,dù vậy vẫn quyết định cưới nhau .tuy sống chung nhà nhưng em trai chồng rất ghét mình ,còn bảo anh trai mình cẩn thận cấm vác xác tới nhà này không thì bố mẹ không cản nổi nó đâu:mặt khóc: mình tính sống riêng nhưng ba mẹ chồng không đồng ý, dù gì mình cũng là chị dâu lên nó không làm gì đâu.",0,1
"tớ không biết phải kể, phải giải bày ra sao nữa tớ cực kì mệt với những cái suy nghĩ diễn ra trong đầu tớ, nhiều lúc tớ khóc 1 cách vào thức không lí do, như kiểu bị dồn nén quá nhiều cảm xúc tiêu cực mà không nói ra được. thật sự là tớ rất cần ai đấy tâm sự với tớ, dù là 1 tí thôi cũng được",1,1
"các cậu đã bao giờ nuôi 1 con vật , nhìn thấy quá trình lớn lên và gắn bó với các cậu suốt mấy năm chưa tớ gặp và nhận nuôi em học kỳ em còn rất bé , tớ cũng không biết do xui hay sao nhưng mà những con vật tớ nuôi đều mất tích hoặc ra đi rất đột ngột .sau bao lần khóc lên khóc xuống vì buồn nhưng mà tớ vẫn muốn nhận nuôi thêm 1 em nữa hôm 22 vừa qua tớ có chuẩn bị cho cuộc thi chứng chỉ của tớ , trước hôm đó tớ và em vẫn lên phòng ngủ chung, hôm đó tớ thấy em quấn chủ lạ thường nhưng không lấy làm lạ sau hôm 22 thì tớ bị ốm và sốt rất cao nên phải nằm ở nhà .đến đầu tuần này tớ đi học lại , em nhà tớ hay được thả để chạy loanh quanh khu xóm ,đến bữa là em sẽ về ,nhưng hôm đó tớ đợi mãi mà không thấy , chiều về mà đĩa ăn em vẫn còn em từng đi hơn 6 ngày nhưng tớ có linh cảm rằng em chỉ đi 1 thời gian và em sẽ về và đúng là như vậy .nhưng lần này là khác , sau 1 hôm đầu tiên tớ đã có cảm giác không lành , tớ đi khắp xóm và gọi em nhưng không tìm được mất thêm 1 vật nuôi khiến tớ buồn và khóc rất nhiều , em là bác sĩ tâm lý của tớ và là thành viên trong gia đình , tớ nghĩ sẽ không nhận nuôi thêm bất cứ con vật nào nữa vì tớ sợ sẽ mất các em thêm nữa",0,1
"mỗi đêm, cảm giác cô đơn và tuyệt vọng dường như tràn ngập mọi tư duy của tôi. ý nghĩ về tự tử trở nên quen thuộc và đáng sợ, như là một cách để thoát khỏi mọi khổ đau và nỗi buồn trong cuộc sống này. cắt tay không chỉ là cách để giảm đau về thể xác, mà còn là một cách để thể hiện cơn đau tinh thần mà tôi không thể diễn đạt bằng lời nói.",1,1
"mình có đứa em học lớp 9, trước nó học cũng ổn mà lên cấp 2 cái tụt hẳn xuống. nó cũng hay giao du với mấy đứa chẳng ra gì nên cũng bị tiêm nhiễm mấy thứ tiêu cực. mẹ em thì chẳng mấy quan tâm cứ nghĩ tuổi mới lớn nên bồng bột. vừa mới thi học kì xong em có xem bảng điểm của nó thì thấp lắm, toàn 2 với 3. trước em có bắt gặp nó hút thuốc điện tử và uống bia nữa cơ, rồi còn trộm tiền mẹ em nữa. giờ nó lớp 9 cuối cấp r, em khuyên lo học để còn thi tuyển sinh mà nó không chịu nghe mà còn quát lại em nữa. giờ em hết cách khuyên nó luôn rồi, mong mọi người giúp em với",0,0
"tình yêu xã hội biến tôi thành một cái bóng không hình dạng, không giọt nước mắt. tôi cảm thấy mình bị tự kỷ trong một thế giới rộng lớn, không ai để quan tâm, không ai để thấu hiểu.",1,1
"mọi người ơi em rất cần lời khuyên ạ em và người yêu em quen nhau được 2 tháng, và chúng em đang học chung lớp 12. em là nữ, con người rất tiêu cực và suy nghĩ nhiều rất nặng. em hêu bận áy rất rất nhiều, cả ngày chỉ đợi thế này từ bạn và muốn bạn ấy kế mình 2424 mặc dù biết rõ không thể. lúc quen nhau đến giờ em có làm bạn ấy buồn khá nhiều vì em cứ tiêu cực rồi suy diễn nhiều thứ quá nên làm bạn ấy cảm thấy áp lực. em rất dễ khóc, có học kỳ tự nhiên buồn rồi khóc tại lớp không kiểm soát được, nó diễn ra hằng ngày luôn ạ. em và người yêu em có tâm sự và chia sẽ lẫn nhau rồi nên bận ấy thông cảm và thương em lắm. em rất dễ ghen ạ, kiểm soát bạn ấy lắm. bạn ấy chỉ hỏi bài bạn nữ khác thôi mà em khó chịu trong người, đến mức khó thở rồi khóc luôn. rồi hay suy diễn bạn ấy sẽ cảm nắng bạn khác. có thể bây giờ bạn ấy nói yêu em rất nhiều và chỉ yêu mình em nhưng em sợ sau này bạn ấy sẽ thay đổi mà quen người khác ạ. em tâm sự với bạn ấy thì bận áy buồn và bảo em không tin bạn ấy yêu nhau thì phải tin tưởng nhau. em tin bạn ấy lắm ạ, vì em biết bạn ấy yêu em rất nhiều và biết rõ con người bạn ấy, nhưng em không thể kiểm soát được cảm xúc và suy nghĩ ấy ạ. có gì mà phải bực phải khó chịu nhỉ, không biết thì hỏi thôi người yêu mình cũng chỉ bài mình mà mắc gì phải khó chịu cố gắng suy nghĩ và làm cho lòng cảm thấy dễ chịu mà khó quá. bạn ấy có nói em cứ kiểm soát bạn như vậy thì bạn sẽ thấy áp lực rồi cành ngày càng không yêu em thôi nên em phải cố thay đổi. em biết roc điều này mà khó quá ạ, thật sự không thể kiểm soát được những suy nghĩ xấu xa về bạn ấy và điều chỉnh được cảm xúc của mình. em biết rõ em cứ nhue thế này bạn ấy thấy em là gánh nặng rồi sớm bỏ em thôi. nhưng thật sự không biết phải làm sao ạ mặc dù đã cố gắng suy nghĩ tích cực nhất có thể r. bây giờ em phải làm sao đây mọi người ơi :mặt khóc to::mặt khóc to:",1,1
"hello mn, mình là nữ, năm nay l8. 1 năm qua, mình có chơi game cụ thể là roblox cùng với say mê mình là nam, gọi tắt là n. chuyện sẽ không có gì nếu mình cảm thấy bị lạc loài, bạn n có quen với bạn nam tắt là g. n, g và mình thường chơi cùng nhau. lâu lâu sẽ là n và g chơi hoặc mình và n chơi. học kỳ chơi với 2 bạn, tức là nhóm 3 người, mình cảm thấy mình như bị ra rìa ấy. 2 bạn thì trò chuyện, cười đùa, còn mình chỉ biết lặng lẽ đọc thế này của họ. tất nhiên là mình có cố gắng hoà tan với cuộc trò chuyện, nhưng học kỳ mình cất tiếng thì không ai thèm quan tâm cả . không phải là 1 lần, mà là rất nhiều lần, học kỳ mình lên tiếng cả server im lặng liền :khuôn mặt thất vọng:.. mình cố gắng hoà nhập với mọi người để có thêm bạn bè, nhưng chắc do mình nhạt nhoà quá nên không thể. n rất vui vẻ với hầu hết các bạn nam và nữ, nhưng trừ mình ra :mặt khóc to:. đối với mình, n trả lời chậm, thường không rep, lúc mình vừa join vào game n đang chơi cùng g thì n bảo g loại chơi cái khác. mình suy vcl luôn huhu :mặt khóc to:. đôi lúc mình hơi ghen tị với n. n có nhiều bạn bè, dễ bắt kịp tần số ngkhac. còn mình thì nhát hơn, mình ít học kỳ bắt kịp được, cho dù mình đã cố gắng. mình lên để xin lời khuyên của mn, mình có nên tiếp tục mối quan hệ 3 người này không ạ mong quản trị viên duyệt ạ, và cảm ơn mọi người đã đọc nha",0,1
"mình cảm thấy rất ghét chính bạn thân mình ý . có một bạn nam thích mình nhưng bạn đó lại làm mình thấy được sự không an toàn tý nào, dù mình cũng thích bạn ý , nhưng vì sợ nên muôn bảo vệ chính mình hơn , bạn làm mình khóc và sợ quá khứ lặp lại và không chịu được sự tiêu cực của mình đúng lúc mình bảo mình cũng thích bạn ý . nhưng rồi bạn ý quay lại xin lỗi và bảo mình tin bạn đó thêm lần nữa ,lần 1 lần 2 thì có chút yếu lòng nhưng thật sự mình rất sợ nhưng gì trong quá khứ mình lạp lại và mình từ chối baạ ý thì bạn ý bê đê nổi cáu với mình và trách mình này kia , bạn đó còn bảo đã nhục mặt xin lỗi mình như con tró mà mình không xi nhê , mình cũng là con người mình không phải cục đá mà không có cũng , mình chỉ muốn bảo vệ mình khỏi nhưng tổn thg thôi mà , mặc dù minh rất thích bạn ý , nhưng xin lỗi vì đã tiêu cực dù cũng rất mệt mỏi với điều này . ngay từ lần bạn làm tổn thg mình , mình đã muốn thu mình lại r,bạn ý xin tha thứ mình cũng nói thẳng là không tin và diều này sẽ lại tiếp diễn , đến lúc đó đừng đổ lỗi do mình ,nhg cuối cùng mọi thứ vẫn theo yêu nhưng gì mình nghĩ ,dù biết trước mọi chuyện xảy ra tnay, tsao mình vẫn thâý khó chịu trong lòng như vậy cơ chứ....",1,1
"chơi game và đi chơi trung thu cũng là cái sai ạ tớ năm nay học 11, học lực của tớ thuộc top 3 trong lớp và là lớp phó học tập. tớ không hẳn là học giỏi chỉ là biết áp dụng và làm bài tập. hồi lớp 9, tớ là học sinh yếu kém lên cấp 3 tớ mới hiểu được mục tiêu và mục đích học tập của chính mình. nhưng có 1 thứ tớ vẫn luôn giữ từ cấp 2 đến giờ là việc chơi game. tớ hiểu và biết quản lí thời gian chơi game của mình, tớ không phải là kiểu nghiện hay gì cả, chỉ là chơi game khiến tớ cảm nhận được một chút tự do. nhưng mà có lẽ người khác không nghĩ vậy, tớ bị người lớn gắn cho cái mác nghiện game nghiện điện thoại suốt ngày cắm đầu vào nó. bố mẹ tớ chưa nói gì, mà họ đã có thể nói như vậy tớ cảm thấy rất tủi nhưng vẫn cố không cãi lại lời người khác vì nói vậy là hỗn. tớ cứ nghĩ làm ngơ là được nhưng không, sáng ngày kia có tiết cô chủ nhiệm cô gọi tớ lên kiểm tra bài, bài là bài mới tớ có đọc qua nhưng cũng không thể ngấm hết và cũng không thể nói thành lời hiểu của mình được. cô hỏi tớ có đi chơi trung thu kh, tớ trả lời có, cô hỏi có chơi game kh, tớ cũng trả lời là có, cô chỉ nói tớ vài lời trước lớp tớ nghĩ cũng không lớn lao gì. đến lúc lên làm bài tập, tớ làm bài bị tịt và cô nói tớ là phải đi chơi trung thu với chơi game nhiều vào mới bon được, nghe được câu đó là những suy luận về bài tập kia của tớ mất hết, tớ xin phép cô về chỗ ngồi. đến lúc tớ về nhà, vừa lúc anh rể tớ vào thì nói với tớ rằng cô chủ nhiệm nói tớ đi chơi trung thu đến nửa đêm mới về rồi còn không học bài. tớ thực sự sốc. 10h tớ đã có mặt ở nhà, toán 11 thì nặng mà bảo tớ thuộc hết 3 mục toán thường và 1 bài bên cao đẳng và còn giải thích, tớ có thể làm có thể học, nhưng cả ngày hôm đấy tớ đâu phải chỉ học 1 môn. tớ khbt được cô nghĩ gì về mình nữa, tớ cũng mất hẳn sự hứng thú với môn toán... đến tối nay, chị tớ vào nhà chơi, tớ rất vui, tớ chạy ra đón chị thì bị chị nói thẳng mặt suốt ngày đi chơi trung thu rồi không học, mày còn làm được cái gì kh, cô x nhắn tôi hết rồi, tôi nhắn tin với cô từ đầu năm học rồi mày cứ liệu đấy.cô từng là người mà tớ lấy làm hình tượng tương lai, nhưng hình như nó sụp đổ rồi. tớ khbt mình nên làm gì nữa, tớ muốn năm nay thi học sinh giỏi toán nhưng hình như hết hi vọng rồi. tớ khbt vào những tiết toán sau cô còn nói gì nữa. thật đáng sợ. tớ chỉ muốn giải tỏa 1 ngày thôi, muốn đi chơi một ngày thôi, sao ai cũng nói này nọ vậy, sao con người lại có người có thể và người không thể, sao cái lúc mình tiêu cực nhất, mọi thứ cứ đổ dồn vào mình như vậy. tại sao mà tớ lại phải chịu những thứ như vậy",1,1
"mong quản trị viên duyệt ạ, em cảm ơn chào mọi người ạ. em năm nay lớp 12, giờ em cũng không biết phải như nào 1. nhà em thì muốn em năm sau sang nước ngoài làm nails... để có thể kiếm tiền để trả nợ cho gia đình và tương lai cho em được tốt hơn, rồi có thể nếu ở lâu quen ai đó thì bảo lãnh cả nhà em qua luôn. tiếng anh của em thì thật ra cũng không giỏi, phải học đang hoạt động nhiều 2. là em sẽ ở đây và thi đh, rớt thì em đi làm. nhưng mà việc đại học là không thể rồi, vì nhà em không có tiền để đóng học 4 năm hơn và cả chi phí sinh hoạt các thứ. đi làm thì chắc em sẽ xin được vào 1 shop bán quần áo hay làm nhân viên,... nhưng mà đối với gia đình em thì số tiền 1 tháng 4, 5 triệu thì thật sự không đủ. nhà em là con một, ba mẹ cũng già hết cả rồi, em thương ba mẹ lắm. giờ nếu qua nước ngoài thì nhà em sẽ mượn 1 khoảng và cho em qua được. em thật sự không muốn qua vì em nhớ gia đình, nhớ mọi người lắm. giờ em không biết phải làm sao, vì sang năm sau em là người phải lo các thứ các thứ:mặt khóc: em biết qua nước ngoài sẽ tốt thật, cho cả tương lai và vấn đề việc làm cũng sẽ dễ hơn bên đây mong mọi người cho em ý kiến ạ, giờ em cũng không biết phải làm sao em cảm ơn mọi người ạ",0,1
"thêm vào duyệt bài này nhanh giúp em với ạ em có ngồi cùng với ba bạn nữ nhưng em cảm thấy em luôn là người dư thừa có đồ ăn gì ba bạn đều chia cho nhau cả còn em thì phải xin mới cho mỗi lần đi học về ba bạn đấy đều đi về với nhau còn để mặc em bơ vơ đi về một mình em thật sự rất buồn và suy nghĩ nhiều đỉnh điển là hôm nay em lỡ hiểu lầm nên 1 bạn trong bàn cũng chính là bạn em chơi thân nhất giận em, em đã không lắng nghe bạn nên bạn cũng không muốn nói chuyện với em nưã, đi học thêm thì em ngồi với mỗi bạn đấy nhưng vì bạn giận nên em ngồi 1 mình bơ vơ.. ai cũng nhìn em bàn tán..không ai muốn ngồi với em cả... em có xin lỗi bạn nhưng bạn không chịu nghe mà chặn em.. em phải làm sao đây ạ ..",0,1
"tôi và mẹ tôi bất đồng quan điểm như mọi người đã biết, kết hôn là 1 việc mà hễ cứ đến mùa tết là sẽ được hỏi bao lâu thì lập gia đình. đương nhiên đối với những bạn có người yêu thì đã lên kế hoạch nhưng đối với 1 đứa yêu tiền yêu việc như mạng như tôi thì việc kết hôn sớm là 1 điều không thể xảy ra. tôi đã bảo trước với mẹ là tôi sẽ kết hôn muộn hoặc là không kết hôn để lo cho tương lai và gia đình. tôi cũng bày tỏ là tôi không thích yếu đương với bất kì ai nên đừng mai mối cho tôi. kết quả mẹ tôi chửi tôi là tôi bị điên, con người ai cũng phải kết hôn, không kết hôn là bất bình thường. à còn chửi tôi là les nữa tôi hoàn toàn tôn trọng các bạn thuộc đồng tính nhưng cái việc gán ghép tôi lad đồng tính thì tôi không vui vò điều đó. các vị nghĩ sao về vấn đề này. tôi khá sốc học kỳ mẹ tôi chửi nặng như vậy. theo quan điểm của tôi việc kết hôn dựa trên tinh thần tự nguyện chứ không phải đi theo lối mòn truyền thống gái lớn phải lấy chồng như vậy.",0,1
"làm thế nào để kiểm soát được nước mắt của mình ạ tớ dễ khóc, một chuyện nhỏ nhoi cũng làm tớ rơi nói chuyện mắt. tớ hay khóc trước mặt người yêu tớ sợ, ban đầu anh ấy có thể dỗ dành, nhưng sợ hơn học kỳ khóc quá nhiều sẽ làm anh thấy chán và coi nó như chuyện bình thường...",1,1
"xin chào mọi người, em bỏ học từ năm lớp 11 vì nhà nghèo và đông anh em. nhưng em thực sự rất muốn kiếm được nhiều tiền để cho bố mẹ và các em được sống 1 cuộc sống sung sướng hơn, còn bạn thân thì sống sao cũng được. em luôn nhìn vào các tấm gương thoát nghèo vượt khó xây dựng cơ ngơi từ hai bàn tay trắng. em cũng rất yêu thích việc kinh doanh online nhưng chưa phải bắt đầu từ đâu và bắt đầu như thế nào, sản phẩm kinh doanh tiềm năng sẽ là gì. mọi người có thể cho em lời khuyên được không ạ",0,0
"tớ có 1 nụ cười không đẹp.. tuy không phải là một người khó gần nhưng khuôn mặt tớ lại không nói lên điều đó, lúc nào trông cũng như đang khó chịu về điều gì kể cả học kỳ tớ không cảm thấy vui, buồn. đã thế lại thêm 1 nụ cười không được đẹp nữa, 1 nụ cười công nghiệp có những lần, à không nhiều lần mới đúng, tớ đứng trước gương rồi tập cười sao cho đẹp. cứ mỗi lần cười lên không hiểu sao tớ luôn cảm thấy gượng gạo và thấy kì kì sao ấy. cười lộ răng thì xấu quá, cười mỉm thì không được tự nhiên.. nhiều học kỳ đang cười nói với bạn bè tớ đều sẽ tem tém lại vì sợ nhìn sẽ bị lố quá ấy tớ rất ngại chụp anh tập thể vì học kỳ chụp mọi người đều phải cười, có lần mình không cười chỉ mỉm nhẹ thôi nhưng đến lúc lên anh nhìn hằm hằm khó coi kiểu gì ý",0,1
"tâm trạng của tôi ngày càng trở nên u ám và mất đi ý nghĩa. gia đình, nơi nên là nơi yên bình và yêu thương, lại trở thành nguồn gốc của sự lo lắng và bất an không ngừng. bố mẹ tôi luôn đặt ra những kỳ vọng không thể đạt được và áp lực không ngừng, khiến tôi cảm thấy mất đi sự tự tin và niềm tin vào bạn thân. sự cô đơn và thiếu hiểu biết từ gia đình khiến tâm trạng của tôi trở nên trầm cảm hơn. áp lực từ xã hội về thành công và hình anh cá nhân càng khiến tôi mất đi động lực và niềm tin vào tương lai.",1,1
"có lẽ vấn đề của em là dành quá nhiều sự thương cảm cho những người có vấn đề về lòng tin hoặc có nỗi buồn dai dứt nào đó khiến họ luôn tiêu cực em luôn muốn làm ánh dương của họ, làm nơi họ có thể dựa vào, làm người sẵn sàng đưa tay cứu họ ra khỏi những cảm xúc buồn đau. em muốn họ có cuộc sống hạnh phúc hơn và vui cười nhiều hơn học kỳ ở bên em. em chỉ muốn họ vượt qua nỗi đau và cố gắng sống thật tốt. sỡ dĩ cái mong muốn đó đến từ việc bạn thân em cũng đã cố gắng để vượt qua chuyện trong quá khứ như nào và em muốn giúp họ không còn phải nhìn cuộc đời bằng màu buồn đau. nhưng có lẽ tình thương em đặt trong đấy lại khiến họ cảm thấy có thể lợi dụng em. họ nói dối để thao túng em bởi cái sự yêu thương ấy. em cảm thấy mệt mỏi học kỳ phải nghi ngờ mọi lời họ nói ra. nhưng rồi em vẫn bỏ qua vì em lại nghĩ nhỡ đâu họ thực sự gặp chuyện như vậy. giờ thì em đã biết được sự thật rằng tình cảm của em đã luôn bị lợi dụng như nào. em vẫn chỉ muốn biết rằng có 1 lúc nào đó họ thật sự yêu thương em",0,1
"mọi người góp ý giúp em với ạ chuyện là em và mẹ em không hợp nhau lắm. mặc dù em rất thương mẹ em và mẹ em cũng vậy nhưng mà mỗi lần nói với nhau vài 3 câu thì em lại mất bình tĩnh và thường hay khó chịu với mẹ. sau đó em liền hối hận ngay lập tức và tự hứa lần sau sẽ không như vậy nữa, nhưng mà lần sau em vẫn như vậy. chủ yếu là cách nói chuyện của mẹ em thực sự là có vấn đề, dù nhiều lần em khống chế được lời nói nhưng không khống chế được biểu cảm khuôn mặt. mọi người chỉ em làm thế nào để nói cho mẹ em biet rằng quan điểm của mẹ thực sự cổ hủ và có vấn đề, hoặc là chỉ em cách để không mất bình tĩnh học kỳ nói chuyện với mẹ nữa với ạ. em là nam ạ mong quản trị viên duyệt :mặt khóc to:",0,1
"mình là nữ, 25t. có 1 công việc lương không cao nhưng cũng không thấp, đủ ăn tiêu và dành dụm 1 khoản nho nhỏ nhưng mình không có mục đích sống, mục tiêu, ước mơ hay sở thích để theo đuổi. mình cũng không kiên trì hay nhiệt huyết để làm 1 việc gì đó mỗi ngày trôi qua đối với mình thật nhàm chán mình cố gắng đọc sách hay nghe nghe tâm sự để giải toả nhưng nó chỉ giúp ích cho mình 1 khoảng thời gian nào đó cuộc sống của mình có còn ý nghĩa không nếu sống mà không có mục tiêu",1,1
