text,label tay,label chatgpt,label,keyword của mình,keyword của chatgpt,Reason của mình,Reason của chatgpt,từ viết tắt
"huhu cíu em với T^T. mấy hôm nay em đang bị chậm kinh rồi ở cobe của em cũng ra nước màu nâu nâu mà kh có mùi gì thì có bị sao không ạ. bị mấy ngày liền r ý. em lên gg tra thì này là dấu hiệu cbi có kinh nma mấy lần trước em đâu bị như này với lại bị mấy ngày liền r ấy ạ. em còn bé, cho em xin lời khuyên với ạ",0,0,0,,,,,
"Xin chào mn. Em là sinh viên năm 2 chuyên ngành công nghệ thông tin. Em đang mất định hướng nghề nghiệp vì sự lười biếng trong năm đầu tiên dẫn đến lỗ hổng kiến thức rất nhiều. Mặc dù em đã cố gắng tìm mọi tài liệu và học từ mọi nguồn có thể nhưng mọi thứ thực sự rất khô khan và em không có động lực hay kỷ luật nào cả. Em không biết phải làm gì để thay đổi tình trạng này, chỉ cần bằng cách nào đó tạo điều kiện cho em ngồi học hàng giờ là đủ. Em biết rằng với sự lười biếng của mình, chỉ có một kết cục đang chờ đợi phía trước. Em cũng muốn tìm thêm vài người để học cùng nhưng mình giao tiếp khá kém và vì học năm 2 nên khó kết bạn. Mn cho em lời khuyên với",0,0,0,,,,,
"Chào mọi người. Mình có người yêu cùng giới nhưng gần đây mình thấy bạn ấy thay đổi. Không còn hỏi han mình như trước nữa, gần đây cũng như thấy mấy cặp khác giới yêu nhau lại buông câu: ""Chạnh lòng"". Mình hỏi ra thì chỉ kêu là: ""Tự nhiên thấy chạnh lòng"". Cho mình hỏi có phải do bản thân mình nghĩ nhiều hay không🙁☹️",0,0,0,,,,,
"Em chào mọi người , em là nam . Đầu tháng 11 em và ny đã chia tay . Lý do vì có nhiều cuộc cãi vã nên cô ấy mệt . Sau khi chia tay em đã hạ mình níu kéo rất nhiều lần , nhưng kết quả bằng không . Sau vài ngày chia tay thì cô ấy nói với em là hết tình cảm với e rồi . Em kh nghĩ là bọn em sẽ chia tay vào thời điểm này được , vì em yêu cô ấy rất nhiều . Chuyện xảy ra , em bị sốc , để cho đến bây giờ em chưa thể chấp nhận được sự thật . Em đã phải dùng thuốc ngủ trong 1 tuần đầu sau khi chia tay , vì em sợ phải thức , sợ suy nghĩ . Khi chúng em ct được 1 tuần thì e biết được có 1 người khác đã chủ động trò chuyện với nyc em . Cũng chẳng có tư cách gì nhưng thật sự e thấy rất buồn . Em luôn hy vọng là chúng em sẽ quay lại , nhưng hôm nay em thật sự biết cô ấy đã nói rằng hết tình cảm và hoàn toàn k có chuyện quay lại . Cảm xúc của em bây giờ rất khó tả . Em là con trai nhưng thật sự e quá yếu đuối . Em k thể nào thoát ra được khỏi mớ hỗn độn này . Em phải làm sao ạ !!!!",1,0,1,"chia tay, dùng thuốc ngủ",,Tình yêu,,
Bây ơi bây đã gặp Sếp overthinking bao giờ chưa ? Cứu t với 😩,0,0,0,,,,,
"Chào mọi người, 
Người yêu mình rất giàu, anh ấy hay mua đồ ăn vặt, mỹ phẩm, nước hoa cho mình! Đó là lâu lâu mình nói mình thích những thứ ấy thì anh ấy luôn mua cho mình! M có tặng lại áo sơ mi( hàng high end) cho anh ấy! M có hỏi anh ấy là mua cho mình vậy có coi thường m ko, ảnh bảo ko, ảnh thích mua cho m vậy, ko nên có khoảng cách như vậy! 
Vậy giờ mình muốn mua áo quần, nước hoa hay những gì tương tự, m có nên nói anh ấy mua cho m ko mn? Anh ấy đối với mình tốt, lớn tuổi hơn nên cũng chiều chuộng nhưng n sợ có khi nào anh ấy coi thường m ko ạ? 
Mn cho mình ý kiến với nhé, m cảm ơn ạ!
Cảm ơn ad duyệt bài m nha!",0,0,0,,,,,
"Mình là nữ. Sau khi chia tay mối tình đầu hơn 1 năm nay, mình đã yêu anh, ny hiện tại của mình. Mình là người rất lụy, để mở lòng yêu anh như hiện tại, mình đã phải suy nghĩ rất nhiều: sợ bị lừa dối, sợ bị bỏ rơi lần nữa. Hiện tại thì mình đã vượt qua những nỗi sợ đó, nhưng còn nỗi sợ lớn hơn đó là việc mình từng quan hệ với nyc. Mình đã yêu và trao đi tất cả, mình sợ ny hiện tại của mình sẽ không chấp nhận mình, dù anh yêu thương mình rất nhiều, mình cũng rất khó để mở lời trước. Mn cho mình biết mình phải làm sao đây ạ :((",0,0,0,,,,,"nyc, mn"
"Mình muốn xin ý kiến của các bạn:((
Phải làm thế nào khi mẹ mình không thích bạn gái mình đây?
Mình với ny quen nhau được 2 năm không cãi nhau bao giờ và rất hạnh phúc dù gia cảnh tụi mình hơi lệch. Gần đây cha của ny mình mượn tiền mẹ mình, dần dần mẹ mình tỏ thái độ khinh khỉnh và không muốn mình qua lại với ny nữa. Mẹ bắt đầu lôi những cái xấu nhỏ nhặt, phóng đại nó lên và chì chiết mình làm mình thấy ngộp thở lắm. Mẹ của em ny mình mất sớm vì bệnh, mẹ mình còn vịnh vào lí do gđ em ấy có tiền sử bệnh K và k muốn mình tiến xa hơn để con cháu không vạ lây. Mẹ vẽ ra 1 tương lai mù mờ bệnh tật, nghèo đói nếu quen em, thậm chí mẹ còn nhắn tin chửi rủa em, và đã khiến em ấy tổn thương muốn chia tay với mình. 
Thấy em khóc ấm ức mình đau lòng lắm. Mình níu kéo e nhiều lần nhưng e muốn chia tay để giải thoát cho cả hai. Mình đi k biết phải làm thế nào, mình rối lắm",0,0,0,,,,,"ny, e"
"mình có 1 người bạn thân khác giới, bạn ấy là nam. mình với bạn ấy chơi thân được 8 năm. mình với bạn ấy thường có cử chỉ thoải mái với nhau vì bạn ấy biết mình thích con gái. nhưng mà dạo gần đây bạn ấy bắt đầu mấy hành động mà ai trong lớp nhìn cũng tưởng bọn mình là người yêu kiểu ôm rồi véo má các thứ. tự nhiên 1 hôm cái mình đang giả vờngủ gật trên xe mà bạn kia đang ngồi cạnh, cái tự nhiên bạn kia thơm 1 phát vào má xong mình bili hoảng loạn. nhưng mà vẫn cố nhắm mắt tại sợ 2 đứa ngại không nói chuyện với  nhau nữa. 
giờ bị bọn trong lớp chúng nó trêu nhiều quá, tự nhiên giờ mình cũng thấy tự dưng thích thích, nghĩ về nó suốt mà không chấp nhận được =)))))) mà mình không chắc là chỉ cảm nắng hay là thích thật, mình cũng không chắc là thằng kia thích mình thật hay nó trêu thôi. tại vì trước giờ bọn mình cũng hay trêu nhau kiểu gọi vợ chồng hay thả thính các thứ. nói chung là giờ mình rối lắm, trong khi trước giờ mình chỉ quen con gái thôi, lần đầu rung động 1 đứa con trai mà đúng thằng bạn thân :))))",0,0,0,,,,,
"3 bước hiệu quả giúp mình thoát khỏi tình trạng SUY NGHĨ QUÁ MỨC (Overthinking)

Trước đây mình luôn bị cuốn vào vòng xoáy suy nghĩ dù là vấn đề nhỏ nhặt, mình đặt hàng ngàn câu hỏi tại sao khi bạn thân đột nhiên không nói chuyện, ánh mắt lướt qua của người đi đường cũng đủ khiến mình băn khoăn.

Mình sâu sắc cảm nhận được sự mệt mỏi và tốn thời gian khi đắm chìm trong mớ suy nghĩ ấy, ảnh hưởng cả sức khỏe thể chất lẫn tinh thần, mình biết, nếu tình trạng này cứ kéo dài mãi thì cuộc sống này sẽ trôi qua giống như cực hình vậy.

Mình yêu bản thân lắm nên hy vọng mỗi phút giây mà mình trải qua đều vui vẻ và tích cực, vậy nên có vấn đề gì thì giải quyết thôi. Trải qua nhiều phương pháp khác nhau, mình rút ra được 3 bước để thoát khỏi việc overthinking, hy vọng 3 bước này sẽ có ích đối với những người đang “mắc kẹt” trong suy nghĩ của chính mình.

(Chi tiết trong từng ảnh nhé)",0,0,0,,,,,
"mình muốn tâm sự cho mọi người cái này

chả là hôm qua mình rảnh rỗi nên có xem lại tin nhắn với anh, mình không biết nên gọi anh là gì, nyc cũng chả đến, crush cũng không nên, mà bạn bè thì cũng chả phải

trở lại vào tháng 11 năm ngoái, lúc đó mình có tỏ tình anh ( sau 2 lần bị từ chối ) thì anh đồng ý, trước đây anh cũng có thích 1 người, thích không tả nổi luôn ý, nhưng mà khi anh nói anh đồng ý mình thì anh quên người ta rồi nên mình cũng yên tâm phần nào

‼️Nhưng mối quan hệ này không như mình tưởng tượng .
anh không chủ động ib mình bất cứ lần nào, các cuộc trò chuyện đều là do mình bắt đầu
-nếu mình không chủ động là không có cuộc trò chuyện nào xảy ra luôn ấy
trong lúc quen nhau anh rep rất chậm, thường phải 3-4 tiếng mới rep, còn mình rep tn chắc chưa đến 5p, mình cũng chỉ nghĩ là do anh học cấp 3 rồi nên bận rộn, không có thời gian thôi
- cho đến 1 ngày, mình có ib với anh qua mess, đang rep bthg thì tự nhiên anh không rep nữa ( tin nhắn đó đến giờ vẫn chưa được seen, mình đoán là mình bị block). thế nhưng mình không nói gì
tầm 1 - 2 tháng sau mình mới chủ động ib qua ig anh. Nói chuyện qua lại dc vài lần thì đùng=))) Anh bảo anh còn tình cảm với người cũ, k thể yêu em được, anh xin lỗi các kiểu
Thật sự thì em đoán được điều này rồi=)) nhìn cái cách anh chả bao giờ chủ động là hiểu nhm em cũng k muốn nói thẳng, bởi vì em thích anh nhiều lắm í, em thích ảnh hơn 2 năm rùi :<
Dạo gần đây em hay suy nghĩ về chuyện cũ, nó làm em khóc rất nhiều, hầu như hôm nào cũng sưng mắt, mọi người cho em vài cách để giải toả và nếu được em cũng muốn xin mng 1 số cách để move on ạ, em k giỏi diễn đạt lắm nhưng em chắc chắn lúc em viết bài này em thật sự đã khóc nhiều lắm ấy ạ, mong nhận được lời khuyên từ mọi người 💗",0,1,0,,"buồn, khóc nhiều, tiêu cực, lo lắng",,Tình yêu,
"chào mn , e thật sự khẩn thiết xin lời khuyên từ mn ạ. E là nữ , hiện tại e đang trong 1 mqh kh rõ là gì nữa ....
  A ấy hơn e 2t , a ấy rep str và tán tỉnh e, sau 1 khoảng tg nt thì bọn e quyết định đi chơi với nhau và e thấy tính a khá trẻ con. E nghĩ là lần đầu đi chơi với nhau nên a nvay nhưng buổi đi chơi t2 e vẫn cảm thấy tính trẻ con của a.
    Hiện tại e ko có tc với a nhưng có vẻ a khá mến e, a nhắn mấy câu tc như là ""yêu bé"",""nhớ bé""... 
     Mọi ng có cách nào từ chối khéo hay làm thế nào để ngta không làm nvay nữa đc không ạ. A ấy chưa tỏ tình nhưng e cảm giác a đang hơi vội vã khi tụi e mới chỉ quen nhau đc hơn 2 tháng. E thật sự khó xử quá mọi ng ơi=((((",0,0,0,,,,,"a, ng, mqh"
"mình là một người khá hay ghen và khi có ny thì lại rất dễ ghen
bt là trong 1 mqh thì ai cũng có cuộc sống riêng và sự riêng tư của mình nhưng ny mình hay cap những đoạn tin nhắn của ny với 1 người bn khác và nhắn rất dễ hiểu lầm, mình thật sự ko hề thích như vậy, mình bị overthinking và mỗi lần như vậy thì mình sẽ trở nên khá tiêu cực vì những suy nghĩ trog đầu. khi mà mình nhắn mà ny ko rep để trả lời lại thì thay vào đó ny mình lại gửi ảnh cap tin nhắn qua cho mình coi, rồi nhắn những chuyện mà mình ko thể xen vào.
việc này làm mình khó chịu và mình suy nghĩ về mqh hiện tại với ny rất nhiều, liệu có phải do mình quá nhạy cảm và ghen tuông ko? m.n cho mình xin lời khuyên với",0,0,0,,,,,"bt, mqh, ny, m.n"
"""Phòng của 2 đứa bố vẫn để đấy"" 
""Khoá nhà bố không thay, 2 đứa cứ về bất cứ khi nào mình muốn"" 
""Nhớ ăn học cho thành tài, đừng như bố mẹ, con nhé"" ... 
Chỉ là không ngờ bản thân mình lại rơi vào cảnh này. Đi theo mẹ thì thương bố, theo bố thì thương mẹ. Bản thân bây giờ chỉ mong muốn có một gia đình trọn vẹn thôi..",0,0,0,,,,,
"Mình tự nhận mình là 1 ng hay quên mn ạ. Dù mình còn khá trẻ nhưng mà mình não cá vàng, quên mà khi cố nhớ lại cũng không nhớ nổi. Mình có quen anh ny, lúc cãi nhau anh có nhắc lại lời hứa của mình với anh, mình nhớ mang máng là mình hứa với anh sẽ k bỏ anh, sẽ k làm anh buồn. Mình bảo mình chỉ nhớ hứa có nvay thôi, thế là anh trách mình bảo mình coi anh là trò đùa, có lời hứa cx k nhớ nổi. Mình trc khi quen anh cũng nói mình vô tư vô lo nên nhiều khi không nhớ lâu, chóng quên, anh cũng thông cảm. Nhưng đến hôm nay anh bảo chia tay chỉ vì mình k nhớ lời hứa với nhau thì mình cũng không biết thế nào. Vậy là mình có sai không ạ? mặc dù mình không thất hứa gì với anh cả nhưng giờ anh bảo chia tay vì việc này thì mình cũng không biết phải làm sao😭",0,0,0,,,,,
"Em chào mọi người ạ. Mọi người có thể giúp em viết lên những câu tích cực ngắn ngắn để động viên bạn em được không ạ? Kiểu bạn ấy bị áp lực học tập nhiều nên hay bị stress, sắp tới sinh nhật bạn ấy rồi mà bạn ấy cứ tiêu cực mãi em thật sự rất buồn, em định viết những lá thư hay ngôi sao nhỏ nhỏ có những dòng đáng yêu một chút để động viên bạn ấy. Mong mọi người giúp em ạ. 
Ưm... Thật ra em cũng có chút mến bạn ấy nữa, nếu được mong mọi người xen vào chút tình cảm với. Em sợ bạn ấy không thích em, trong lớp bạn ấy được nhiều người yêu quý lắm. 
Mong ad duyệt bài cho em với ạ.",0,0,0,,,,,
"Xin chào mọi người. Mình muốn tâm sự chút về bản thân.
Trước đây mình có làm việc 2 năm tại cơ sở cũ của 1 công ty. Ở đó mình cứ càng làm càng đi xuống, nghĩa là giai đoạn đầu mới tìm hiểu làm quen công việc thì mình còn hứng thú nhưng khi càng làm càng thấy kém năng suất đi, đặc biệt là khi được giao cho tự phụ trách 1 phần việc nào đó. Sau đó tình trạng trượt dốc đó mãi không khá lên được làm mình muốn nghỉ việc. Lúc sắp định nghỉ việc thì mình được nhận thông báo chuyển đến cơ sở mới để hỗ trợ setup cửa hàng và giúp đỡ đào tạo nhân viên mới. Và ở chỗ mới này mình như tìm lại được năng lượng ban đầu, làm việc hăng say thậm chí là trong 1 năm này mình tăng 2 cấp bậc hơn hẳn 2 năm trc đó ở cơ sở cũ luôn dậm chân tại chỗ. Điểm khác biệt ở cơ sở mới này là mình cảm thấy mình giúp đỡ được mọi người! Chính là bất cứ công việc nào mình thấy có thể hỗ trợ, giúp đỡ đóng góp được thì mình rất chủ động muốn làm nhưng nếu để phần việc đó mình tự chủ trương, lên kế hoạch và đứng ra phụ trách thì mình rất sợ và dễ nản vì mình ko nghĩ sẽ làm được kết quả tốt. Bây giờ đây, cơ sở này cũng dần ổn định và công việc của mình lại bắt đầu cái vòng lặp tiêu cực dần đều 😞 mình ko biết vấn đề của mình ở đâu và làm sao để thoát ra được…",1,0,1,tiêu cực công việc,,Xã hội,,
"Mình và bạn thân mình đã có xích mích với nhau, mình tạm gọi bạn ấy là A cho dễ kể nhé

Hôm đó mình và bạn A học buổi chiều ở trường và hai đứa mình ở lại để qua chỗ học thêm luôn. Lúc đó do thấy A đi cùng những người bạn khác mà không rủ mình, mình chỉ biết lủi thủi đi theo nên đâm ra bị tủi.

 Cũng do cảm xúc cá nhân của mình mà ra nên mình đã đi bộ qua chỗ học thêm mà không nói với A, lúc A qua có hỏi sao không đợi bạn ấy nhưng mình đã không trả lời 1 phần vì mệt và 1 phần vì cảm xúc cá nhân của mình lúc ấy (đây cũng là lỗi và cũng là 1 bài học dành cho mình, mình đã nhìn nhận lại bản thân và thấy mình sai ở đâu)

Lúc về thì mình vội vã nhắn tin xin lỗi A, mình giải thích rõ vì sao mình làm vậy, mình xin lỗi bạn ấy đàng hoàng nhưng không thấy hồi âm. Hôm sau đi học thêm mình gặp trực tiếp A để xin lỗi lần nữa nhưng chỉ nhận lại câu 
""mày phiền quá""

Hôm đó mình dằn vặt bản thân rất nhiều, mẹ mình cũng biết và điện hỏi vì sao tụi mình lại giận nhau và A nói qua loa cho qua chuyện. Mẹ mình hỏi chuyện rồi mình cũng tâm sự cho mẹ nghe rằng A đã block mình ở các MXH 
Vì thế mà hôm sau mẹ mình lại điện hỏi cho rõ chuyện, tưởng chừng A sẽ nói chuyện đàng hoàng nhưng bạn ấy lại nói với giọng không tôn trọng mẹ mình, bảo mẹ mình phiền, chuyện con nít đừng xen vô, cảm ơn à, nói chuyện như ngang hàng với mẹ mình vậy và cúp máy ngang khi đang nói chuyện rồi còn block mẹ mình nữa:))

Sau đó A ib mình và bảo mình ấu trĩ, lôi phụ huynh vào làm gì, thêm một câu mà mình nhớ mãi ""mày bất hiếu nhưng tao không"" ... mẹ mình cũng chỉ quan tâm đến 2 đứa nên mới hỏi vậy, mình với A chơi rất thân với nhau. Lúc xung đột thì mình nói chuyện tôn trọng A hết mức rồi, A có nói lên đầu lên cổ mình thì không sao, nhưng nói đến mẹ mình thi mình không còn gì phải nói với A nữa:))
Gia đình mình cũng lo cho A như con cháu trong nhà mà giờ bạn ấy lại đối xử như vậy, tiền ăn thì mình với gđ cũng bao A ăn, mình cũng cho A mượn đồ, trả tiền dùm khi A đặt mấy món hàng nhỏ nhỏ vì A đã chở mình đi học thường xuyên

Chuyện chỉ có vậy thôi...nhưng mình vẫn không chấp nhận nổi cái thái độ của A đối với mẹ mình",0,0,0,,,,,
"Chuyện là mình và người yêu mình yêu xa, mình cũng pà người tán bạn trước. Khoảng thời gian đầu tiên khá là vui vẻ. Nhưng mình có tính rất ghéc ai đó seen tn của mìn rồi để đó hoặc vài tiếng sau mới rep, mình không bắt buộc bạn phải nhắn tin với mình 24/7 nếu bận thì cứ nói với mình là được. Mình cũng đã nói với bạn việc này rất nhiều lần rồi và bạn nói bạn không cố ý như vậy. Thì bạn này tính cách hơi cục với dở hơi tí. Nhưng mà việc không seen tn nhắn nó lại tiếp diễn nữa mọi người ạ. Em thật sự thích bạn nên vẫn muốn tiếp tục nhưng mà vấn đề đó làm em cứ khó chịu và em có suy nghĩ không biết có nên dừng lại hay không. Mọi người cho em xin ý kiến với ạ. Em cảm ơn mn ạ",0,0,0,,,,,
"Chào mọi người, chuyện là người yêu mình bị trầm cảm nặng ý. Có điều trị tại bệnh viện nhưng không khá hơn, vì phải chịu áp lực từ công việc, tổn thương từ bé. Ny mình hay cọc lắm, hay chửi mình nặng nữa, mình không bao giờ chửi nặng ny nhưng đôi khi mình không làm chủ được mà lớn tiếng (tuyệt nhiên chưa bao giờ xúc phạm ny mình nha). Mình chỉ muốn hỏi mình phải làm sao để cuộc trò chuyện giữa mình với ny có thể nhẹ nhàng, hạn chế cãi vã. Mình muốn biết thế giới nội tâm của họ nghĩ gì, ngoài mặt đôi khi họ cười đùa vui vẻ nhưng lúc cãi nhau mình sợ họ làm đau bản thân hoặc hơn là 44 (vì ny mình quá khứ từng 44 phải vào viện cấp cứu). Mình muốn kéo ny ra khỏi đống tiêu cực, nhưng mà mình chưa làm được. 
À, ny mình giỏi lắm, chị ấy viết truyện rất hay nên khá nổi trong 1 cộng đồng nhỏ, nên có 1 số người muốn kéo chị ấy xuống bằng bạo lực mạng. Viết truyện là tâm huyết của chị ấy nên mình không biết khuyên như thế nào. Đôi lúc mình buồn lắm, thấy mình không giúp gì được cho chị, mình phải làm sao đây? Cảm ơn mn đã dành thời gian đọc bài của mình.",1,1,1,"trầm cảm nặng, từng tự tử","trầm cảm nặng, tự tử",Tâm lý cá nhân,Tâm lý cá nhân,
"Chào mọi người!
Tâm sự một chút nhé, mình là sinh viên năm cuối chỉ còn 1 tháng nữa sau khi mình bảo vệ khoá luận xong sẽ xét tốt nghiệp. Mọi người cảm thấy nếu ai đó nói mọi người vô dụng bạn sẽ cảm thấy bình thường không? Mình cảm thấy rất là buồn ạ, tổn thương lắm. 
Mình là nữ, khá nhạy cảm, hướng nội và ít nói. Hiện tại mình đang sống cùng chị và em trai, mình không hoạt bát và có phần yếu đuối hơn chị và em trai. Mình với chị tính cách không hợp nhau lắm nên nói chuyện không mấy hoà hợp, cũng dễ sinh ra cãi nhau, mỗi lần như vậy chị đều nói mình vô tích sự ạ. Vì tính cách mình mềm mỏng hơn chị, chị mình tự lập sớm nên từ năm nhất khi mình ở vs chị là chị nuôi mình đỡ đần cha mẹ, vì khi đó chị tốt nghiệp đi làm rồi, cha mẹ cũng bảo mình không cần đi làm thêm sớm quá, năm nhất phải làm quen môi trường học tập cho tốt, chị khi ấy cũng bảo mình tập trung học tập. Cứ vậy đến cuối năm 2, lúc ấy e trai mình cũng sắp lên đh, phần vì không muốn là một gánh nặng trong gia đình nên mình có đi làm thêm part time 1 thời gian đến hết năm 2 thì mình nghỉ. Lúc đó mình nghĩ tập trung học chuyên ngành cho tốt và cả tìm công ty thực tập nữa. Thời gian đó mình nộp CV rất nhiều nơi nhưng qua 2 tháng không có kết quả, mình stress lắm, lúc đó mình đki khoá học nghiệp vụ ngắn hạn lấy chứng chỉ và hỗ trợ thực tập, sau khi có đc chứng chỉ nghiệp vụ cũng đồng thời thời điểm này mình đã hoàn thành hết chương trình học và không nợ môn. Mình lại tiếp tục tìm công ty thực tập với mong muốn tiếp cận ngành học càng sớm càng tốt, nhưng đời thì không như mơ, cảm giác thất bại luôn lất át mình. tháng trc mình có về quê khoảng 3 tuần xả stress và cân bằng lại mọi dự định. Khi lên lại SG được vài tuần thì mình có xảy ra cuộc cãi vã với chị. Chị lại bảo mình vô dụng, chẳng làm được gì, không chịu làm gì mà lại còn không biết điều. Mình buồn lắm, thật sự mình có làm mà, mình có hành động chỉ là không có kết quả thôi. Những lúc bên mấy kho hàng có job mình cũng hay đi qua kho làm part time để đỡ xin tiền gia đình, thậm chí còn tập tành quay tiktok nhưng nó quá buồn cười mà cũng không có kq tốt nên cũng chưa bao giờ mình kể với chị. 
Hình như kể từ khi lên năm 3 mình làm cái gì cũng thất bại, đáng ra khi hoàn thành chương trình học rồi mình không nên chỉ chăm chăm suy nghĩ tìm việc làm trong ngành để tiếp cận ngành sớm rồi cứ rải CV khắp nơi như điên mới phải=)) Đáng ra mình nên tích cực đi làm thêm lúc đó để khỏi phải phiền ai, thành tích học tập cũng có tốt như mong muốn đấy, nhưng bây giờ mình nhận ra rồi, bằng loại giỏi cũng không còn quan trọng nữa. Chị mình nói, với chị, cho dù mình có làm cái gì, hành động ra sao nhưng nếu thất bại thì cũng là ""không làm gì"" thôi, có kết quả mới là đã làm. Mình biết chị nói đúng, không oan 1 chút nào, nhưng mình vẫn không nhịn được nghĩ lung tung tiêu cực, mình còn sinh ra tâm lý né tránh chị mình, ngày nào mình cũng trốn ở CHTL tới tối ngủ mới về. Mình cần những lời động viên rằng mình hãy cố gắng lên, từ từ rồi sẽ được thôi, chứ không phải những lời nói khích đó. Bao nhiêu lần đều như vậy, mỗi lần cãi nhau chị lại nói mình vô dụng, biết mình suy nghĩ nhiều nhưng không bao giờ chị ngừng nói như thế. 
Là mình đã làm quá lên sao? Chị nói là chị nói như thế là bình thường thôi, do mình nhạy cảm quá. Khoảng 1 tháng nữa mình sẽ đứng trc hội đồng bảo vệ khoá luận, mọi người cảm thấy mình nên làm gì tiếp đây? Tìm việc làm thêm đến khi tốt nghiệp nhỉ? Rải CV rồi chờ đợi chắc không có kq gì đâu.",0,0,0,,,,,
"Sáng nay khi đọc được tin nhắn của mẹ mình rất sốc và buồn! 
Chuyện là bố mình có đi chơi với mấy cô khác nhưng mà lại nói mẹ mình là đi với sếp, sau khi mẹ mình đọc tin nhắn (qua mt vì bố đi lm xa) thì mẹ đã rất tức và nói bố với mẹ từ giờ đường ai nấy đi ( ko hẳn là li dị ) bố mình có giải thích và mẹ không qtam. Giờ mình chả bt phải lms nữa mẹ bảo sẽ ko tha thứ cho bố mình 😭 
 Huhu giờ phải lms đây khi mình bt mình cg đã rất buồn và thậm chí là rơm rớm ! Mình thật sự không muốn mọi chuyện thế này. Mình tin là bố mình kp con người như vậy nhưng mà giờ nói mẹ mình cũng ko nghe thì phải lms 😔😔",0,0,0,,,,,
"Chào mọi người. Mẹ mình mới mất chưa được bao lâu thì mình phát hiện ba mình làm điều khuất tất sau lưng mẹ mình thì mình phải làm như thế nào đây mọi người ? Thời gian qua mình chọn cách im lặng, đêm nào mình cũng khóc thương cho mẹ. Liên tục nhiều ngày 6g sáng mình mới ngủ được. Mình chẳng biết làm thế nào ? Nay mình lên đây mong được lời khuyên lời chia sẻ hữu ích của mọi người. Mình cảm ơn 😔",0,0,0,,,,,
"em là nữ... người em yêu cũng là nữ, em yêu bạn ấy lắm, nhưng tình yêu của chúng em... khó khăn quá. 
em đã thử hỏi ý kiến mẹ em
-""mẹ ơi! lỡ con gái mẹ không muốn lấy chồng thì sao?""
-""không sao, không lấy chồng mẹ với m ở cùng nhau""
-""vậy nếu con thích con gái thì sao""
mẹ em cũng im lặng 1 lúc mới trả lời
-""không được, con là con gái sao lại yêu con gái đc "".
nghe đc câu trả lời em cũng buồn lắm... 
nhưng ngày hôm ấy, em cùng bạn bé nhà em bừa nắm tay nhau bước ra khỏi lớp học thêm, bố của bé đã đứng trước mặt em, nhìn em rất lâu, giật lấy tay bạn nhỏ rồi kéo đi, lúc đó em chỉ biết đứng sững ở đó, kh làm đc gì cả, sau đó em mới biết, bố bạn bé chửi bạn ấy nhiều lắm, sợ 2 đứa đang yêu nhau, còn định kh cho bạn bé gặp em nữa... em khoonh biết nên làm gì cả, em thật sự yêu bạn bé lắm.
em đã từng hôn bạn bé, anh trai bạn ấy cũng nhìn thấy, anh ấy dù thấy nhưng kh nói gì, cũng giấu nhẹm chuyện đó cho bố, nhưng em nghe đc anh nói với bạn bé 
-""mày làm gì thì làm, đừng có để bố biết chuyện này, bố biết mày như này mày không yên với ổnh đâu"".
em suy nghĩ nhiều lắm, liệu tình yêu của bọn em có sai trái quá không?",0,0,0,,,,,
"mình và người yêu đang chiến tranh lạnh ạ. Cũng do mình sai, nhưng mình chỉ cần anh ấy nhường mình thôi, là mình xin lỗi ảnh ngay, tại nhiều lần rồi mà chưa bao giờ ảnh chịu nhường hay tìm mình trước hết, toàn là mình tìm ảnh thôi, mình biết là lỗi do mình , nhưng mà mình cũng muốn được chiều vì dạo gần đây ảnh hết nhường nhịn mình rồi toàn hơn thua với mình thôi",0,0,0,,,,,
"Mình là nữ , chuyện là mình với anh mình có cãi vả nhưng anh mình nói nặng với mình còn đuổi mình đi nữa . Anh mình có nói mấy câu hơi quá đáng nên mình có cãi lại , với lại mình cảm giác được mình giống như không tồn tại trong gia đình vậy á . Mình đi làm , mình cũng mệt mà mẹ (mẹ sau ) thì không hỏi tới cứ im lặng với mình , còn anh mình thì được quan tâm hơn , cái gì cũng nghĩ tới anh mình hết . Vì những chuyện đó khiến mình suy nghĩ nhiều , mình có đang thật sự là sống không nữa . Mình không cảm nhận được tình cảm trong gia đình , chả ai quan tâm đến cảm xúc hay vấn đề của mình cả . Mọi người cho em xin lời khuyên được không ạ . Lần đầu em lên bài , mong ad duyệt ạ , em cảm ơn",0,0,0,,,,,
"Chào mọi người ạ. Em 17 tuổi đang học giận dỗi thằng bạn.
Nhà nó cách nhà em 2km. Thì đi học do cùng chiều nên em nhờ nó đi cùng. Em share tiền xăng vô cùng oke. Mà hôm qua, nó chở một nhỏ nào á. Khi đi qua em còn lơ nửa. Em lên trường thì nó nói là không thấy mày. Em rất tức và nói nó là "" Tao share tiền xăng với mày nữa nha."" "" Nếu không chở nói tao một tiếng"". Em chỉ cần nó xin lỗi mình thôi.
Hôm nay nó lại chở con bé đó và cho em leo cây. Em đi lên trường thì trễ giờ. Bị nhảy cóc. Em cay nó và đã đấm nó. Nó lấy cái hộp bút quất vào mặt em trầy hết gương mặt cute của em. 
Em biết nó đang yêu đương nhưng dù gì nó nhận tiền em rồi thì có trách nhiệm. Còn không chở thì nói còn đây im im rồi lơ luôn.
Hai thằng em đang giận nhau nhưng em không muốn giận nó làm sao để nó xl em vậy mn.",0,0,0,,,,,
